date,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption
2024-07-11,Singapore,Antwerp,Sea,Perishables,3256.87,338.23,1.66,6.0,Storm,0.996,17.96,1
2025-11-11,Antwerp,Busan,Road,Pharmaceuticals,8011.12,451.65,2.18,1.7,Fog,0.83,7.15,1
2025-11-09,Shanghai,Rotterdam,Sea,Textiles,5467.57,287.41,1.85,5.3,Fog,0.777,14.62,1
2024-11-12,Busan,Los Angeles,Road,Perishables,9937.72,382.28,1.99,5.3,Hurricane,0.958,59.49,1
2025-03-15,Hamburg,Busan,Air,Textiles,6491.0,209.58,3.84,2.4,Storm,0.567,1.02,1
2024-04-15,Busan,Dubai,Rail,Perishables,5258.79,441.37,3.01,0.8,Storm,0.81,11.95,0
2024-11-28,Los Angeles,Singapore,Air,Electronics,1373.88,113.61,3.46,1.8,Storm,0.516,0.5,0
2024-10-08,Singapore,Busan,Sea,Automotive,9107.09,14.28,4.14,8.1,Clear,0.532,18.72,0
2024-03-17,Shanghai,Rotterdam,Air,Automotive,5058.08,133.14,1.78,6.4,Rain,0.915,0.5,0
2024-02-11,Los Angeles,Marseille,Air,Pharmaceuticals,14892.44,416.8,2.01,3.3,Storm,0.711,2.89,1
2025-02-05,Shanghai,Antwerp,Sea,Textiles,4675.21,449.42,4.43,3.3,Storm,0.618,22.76,1
2025-10-08,Shanghai,Busan,Road,Electronics,3470.78,311.96,1.69,6.2,Fog,0.599,3.65,0
2025-12-22,Dubai,Los Angeles,Air,Electronics,9544.27,127.57,1.93,0.9,Storm,0.536,1.25,0
2025-04-16,Singapore,Hamburg,Sea,Electronics,10578.01,219.45,3.49,2.3,Fog,0.747,24.38,0
2024-03-11,Dubai,Hamburg,Road,Textiles,5965.69,228.33,1.84,4.3,Clear,0.607,4.44,1
2025-09-12,Busan,Antwerp,Air,Textiles,14075.08,221.88,1.85,6.3,Hurricane,0.907,8.06,1
2025-07-20,Antwerp,Los Angeles,Road,Textiles,2567.07,267.87,3.22,2.9,Clear,0.988,0.87,0
2024-02-12,Los Angeles,Shanghai,Sea,Textiles,7227.0,216.95,1.37,1.0,Storm,0.764,32.54,1
2025-03-20,Shanghai,Rotterdam,Air,Textiles,6286.01,293.35,1.76,1.3,Rain,0.732,1.19,0
2024-06-28,Los Angeles,Rotterdam,Sea,Textiles,10680.56,248.61,2.88,9.1,Hurricane,0.976,173.1,1
2025-05-05,Busan,Dubai,Rail,Textiles,7231.46,254.76,2.89,2.9,Fog,0.824,8.79,0
2024-10-06,Hamburg,Singapore,Sea,Electronics,14030.14,180.55,3.99,4.7,Rain,0.586,29.2,1
2024-05-31,Hamburg,Shanghai,Sea,Electronics,940.61,453.42,4.45,0.7,Rain,0.841,1.67,0
2025-11-16,Antwerp,Dubai,Air,Electronics,14127.57,399.48,3.2,8.3,Rain,0.78,0.56,0
2024-07-14,Rotterdam,Singapore,Road,Perishables,6350.47,170.06,4.07,9.3,Storm,0.504,16.68,1
2024-02-16,Los Angeles,Antwerp,Road,Pharmaceuticals,5412.94,217.53,2.89,9.0,Rain,0.731,3.86,1
2024-01-26,Shanghai,Marseille,Air,Electronics,2512.99,156.51,3.76,6.6,Fog,0.768,0.5,1
2024-07-11,Singapore,Los Angeles,Air,Pharmaceuticals,13159.13,295.33,3.91,5.8,Clear,0.812,0.63,0
2024-04-09,Dubai,Singapore,Air,Perishables,14074.24,35.31,3.14,7.8,Fog,0.535,1.76,1
2024-10-21,Hamburg,Shanghai,Rail,Automotive,4462.26,76.55,2.66,8.0,Hurricane,0.936,34.7,1
2024-05-19,Rotterdam,Singapore,Sea,Textiles,10535.07,126.66,1.51,1.4,Storm,0.626,46.29,1
2025-01-03,Rotterdam,Antwerp,Rail,Automotive,7967.58,145.12,2.86,2.9,Fog,0.539,9.86,0
2025-01-15,Dubai,Antwerp,Air,Textiles,1509.8,443.53,4.1,2.4,Storm,0.745,0.5,1
2025-08-08,Antwerp,Hamburg,Rail,Textiles,6200.63,388.82,3.74,4.6,Clear,0.622,5.17,0
2024-01-01,Shanghai,Los Angeles,Rail,Electronics,2494.05,456.7,3.6,0.8,Hurricane,0.592,14.44,1
2024-10-24,Hamburg,Shanghai,Air,Textiles,7547.01,424.95,1.37,1.9,Clear,0.878,0.5,0
2025-06-26,Antwerp,Busan,Sea,Automotive,6571.08,368.23,2.03,4.4,Hurricane,0.702,87.9,1
2024-05-26,Shanghai,Dubai,Road,Textiles,14915.02,100.64,2.26,1.8,Hurricane,0.678,77.47,1
2024-06-21,Los Angeles,Rotterdam,Rail,Automotive,14847.04,135.02,2.94,7.2,Fog,0.727,22.04,0
2024-01-15,Busan,Singapore,Road,Automotive,12421.61,358.45,3.63,0.6,Hurricane,0.605,61.05,1
2025-03-07,Shanghai,Rotterdam,Air,Electronics,12802.84,7.08,1.61,9.8,Fog,0.767,1.22,0
2025-09-30,Antwerp,Busan,Air,Textiles,14951.23,346.13,4.35,9.1,Fog,0.71,1.7,1
2024-09-24,Hamburg,Los Angeles,Air,Electronics,5348.82,83.52,4.22,2.3,Rain,0.714,0.5,1
2024-12-28,Singapore,Los Angeles,Rail,Electronics,2936.21,3.93,2.66,1.8,Fog,0.51,2.77,0
2024-09-01,Dubai,Busan,Road,Perishables,12015.86,308.16,2.18,4.3,Rain,0.86,10.65,0
2024-05-20,Busan,Marseille,Road,Textiles,11547.58,67.97,4.21,9.0,Hurricane,0.611,79.96,1
2025-05-05,Rotterdam,Antwerp,Road,Perishables,8031.09,216.79,2.57,5.5,Storm,0.93,17.59,1
2025-12-21,Antwerp,Hamburg,Road,Automotive,8212.14,38.97,3.89,4.6,Storm,0.734,18.3,0
2024-11-14,Busan,Los Angeles,Air,Perishables,11667.29,25.53,1.66,4.2,Rain,0.884,0.65,1
2025-02-06,Singapore,Dubai,Sea,Perishables,6938.63,304.27,1.95,9.5,Rain,0.637,17.16,0
2025-03-01,Singapore,Rotterdam,Air,Pharmaceuticals,8552.77,19.75,3.95,1.9,Hurricane,0.702,4.05,1
2024-01-30,Rotterdam,Dubai,Sea,Electronics,4685.14,224.54,4.39,8.5,Storm,0.64,28.11,1
2025-01-24,Rotterdam,Hamburg,Air,Automotive,528.89,157.37,3.39,0.5,Fog,0.744,0.5,0
2024-09-18,Rotterdam,Antwerp,Air,Textiles,11075.5,269.21,4.49,6.1,Hurricane,0.893,6.23,1
2024-10-21,Los Angeles,Shanghai,Road,Textiles,6191.16,490.73,3.42,9.6,Fog,0.544,7.82,1
2024-06-15,Shanghai,Marseille,Air,Automotive,5835.14,401.16,2.78,0.6,Fog,0.622,0.5,0
2025-09-09,Singapore,Antwerp,Rail,Pharmaceuticals,13487.28,396.98,1.82,3.1,Rain,0.83,12.45,0
2025-03-16,Shanghai,Los Angeles,Air,Pharmaceuticals,2421.61,347.37,4.33,2.7,Hurricane,0.59,0.58,1
2024-12-04,Los Angeles,Shanghai,Rail,Electronics,14995.91,67.57,3.7,6.6,Storm,0.791,41.67,1
2024-08-26,Shanghai,Singapore,Air,Pharmaceuticals,12606.73,412.22,3.69,1.3,Rain,0.894,1.0,0
2024-06-19,Hamburg,Rotterdam,Sea,Pharmaceuticals,12012.06,145.39,1.65,4.4,Storm,0.679,61.0,1
2024-08-31,Los Angeles,Antwerp,Sea,Automotive,14331.96,210.95,1.91,5.4,Clear,0.896,25.6,0
2024-01-02,Dubai,Los Angeles,Sea,Textiles,1234.03,304.99,3.33,3.9,Fog,0.828,3.52,1
2025-07-03,Busan,Dubai,Sea,Textiles,9010.58,66.03,2.28,1.3,Storm,0.6,39.68,1
2025-08-26,Hamburg,Singapore,Rail,Perishables,2483.87,382.81,3.51,7.2,Fog,0.657,3.98,1
2025-01-19,Los Angeles,Antwerp,Road,Textiles,12773.56,360.81,3.5,1.0,Fog,0.552,12.28,1
2024-08-15,Los Angeles,Rotterdam,Sea,Electronics,7371.86,484.07,3.07,5.1,Storm,0.893,39.18,1
2024-03-16,Hamburg,Rotterdam,Air,Automotive,10577.24,175.65,1.69,3.8,Hurricane,0.749,5.04,1
2025-06-14,Los Angeles,Antwerp,Rail,Textiles,11607.94,190.58,3.23,9.9,Clear,0.717,11.73,1
2024-12-05,Los Angeles,Hamburg,Air,Perishables,9701.45,22.79,4.08,2.3,Hurricane,0.805,4.77,1
2025-09-24,Shanghai,Singapore,Road,Pharmaceuticals,10284.4,58.39,3.17,5.6,Clear,0.974,8.46,0
2025-03-29,Shanghai,Busan,Road,Textiles,8059.97,235.25,2.83,8.5,Clear,0.742,6.71,1
2025-04-28,Antwerp,Busan,Road,Pharmaceuticals,2435.46,421.42,2.49,2.9,Rain,0.646,2.3,0
2024-10-27,Rotterdam,Los Angeles,Road,Automotive,14782.35,278.8,1.28,7.4,Storm,0.924,37.01,1
2024-05-24,Rotterdam,Los Angeles,Air,Automotive,2961.06,8.62,2.66,2.4,Hurricane,0.626,1.06,1
2025-03-26,Singapore,Busan,Sea,Pharmaceuticals,10346.98,367.88,4.0,8.2,Rain,0.649,24.45,0
2025-04-26,Rotterdam,Los Angeles,Rail,Electronics,2739.67,82.09,3.18,3.8,Storm,0.945,7.13,1
2025-08-04,Singapore,Los Angeles,Road,Textiles,14555.17,154.52,4.49,6.1,Fog,0.858,17.5,1
2025-11-23,Rotterdam,Dubai,Road,Electronics,10752.75,332.23,2.02,6.2,Storm,0.774,24.9,1
2025-07-14,Hamburg,Antwerp,Sea,Electronics,4472.83,405.7,2.32,8.9,Clear,0.946,9.38,1
2025-10-11,Antwerp,Hamburg,Road,Automotive,4221.38,129.62,3.02,4.7,Fog,0.78,5.43,1
2024-10-25,Singapore,Hamburg,Air,Perishables,1257.74,396.54,4.42,0.2,Hurricane,0.901,0.54,1
2024-02-02,Los Angeles,Hamburg,Road,Pharmaceuticals,3578.92,318.03,2.3,4.7,Storm,0.66,7.58,1
2024-04-09,Hamburg,Rotterdam,Road,Perishables,6619.5,227.47,2.31,2.3,Storm,0.89,13.06,0
2024-04-09,Hamburg,Busan,Road,Perishables,5386.55,495.33,3.8,4.1,Clear,0.916,3.6,0
2025-03-02,Hamburg,Los Angeles,Road,Electronics,14609.63,66.05,3.1,3.9,Storm,0.677,31.39,1
2024-10-07,Rotterdam,Shanghai,Road,Textiles,1228.52,18.77,3.21,4.0,Rain,0.877,1.84,0
2024-05-23,Shanghai,Busan,Rail,Electronics,13814.47,148.58,2.94,4.6,Clear,0.804,11.58,0
2025-09-12,Shanghai,Busan,Rail,Textiles,14101.93,280.71,3.46,8.4,Storm,0.553,41.85,1
2024-12-25,Los Angeles,Shanghai,Air,Electronics,13965.14,362.49,4.35,2.9,Hurricane,0.783,7.26,1
2024-12-18,Rotterdam,Hamburg,Sea,Automotive,3886.73,308.08,4.03,6.2,Clear,0.769,7.02,1
2024-03-20,Hamburg,Dubai,Rail,Automotive,3458.52,192.4,2.85,8.3,Rain,0.929,4.83,1
2025-01-31,Singapore,Antwerp,Air,Textiles,8381.3,103.39,3.87,5.3,Rain,0.945,1.06,0
2024-03-15,Rotterdam,Antwerp,Rail,Electronics,6098.49,495.15,2.45,0.1,Clear,0.88,4.81,1
2025-01-08,Antwerp,Singapore,Rail,Perishables,10970.03,87.21,4.46,4.9,Fog,0.72,14.39,1
2025-04-26,Dubai,Shanghai,Rail,Electronics,6328.0,245.67,4.29,10.0,Rain,0.776,8.44,0
2025-07-09,Hamburg,Singapore,Air,Pharmaceuticals,12526.22,283.31,2.82,1.3,Hurricane,0.529,5.8,1
2025-06-16,Busan,Rotterdam,Rail,Electronics,1364.45,128.87,2.43,2.4,Storm,0.515,2.9,1
2024-11-08,Los Angeles,Antwerp,Rail,Pharmaceuticals,3100.66,497.81,3.37,3.7,Fog,0.6,4.06,1
2025-12-14,Dubai,Busan,Rail,Automotive,4539.56,158.52,1.89,9.7,Storm,0.658,14.2,1
2025-04-15,Singapore,Los Angeles,Air,Perishables,3180.39,260.14,4.45,5.0,Hurricane,0.955,1.85,1
2025-11-15,Busan,Rotterdam,Sea,Pharmaceuticals,5617.9,111.4,1.8,7.5,Clear,0.895,11.3,1
2025-03-29,Dubai,Singapore,Road,Electronics,8885.06,230.72,1.56,5.4,Clear,0.61,6.34,0
2025-12-26,Busan,Singapore,Road,Automotive,3419.03,192.38,2.01,6.1,Fog,0.511,4.62,1
2025-10-19,Hamburg,Marseille,Sea,Pharmaceuticals,12444.96,34.94,1.86,5.0,Hurricane,0.788,173.28,1
2024-08-03,Hamburg,Shanghai,Rail,Perishables,14895.84,34.14,3.46,5.1,Fog,0.993,19.06,0
2025-08-08,Rotterdam,Dubai,Air,Perishables,2406.59,494.69,1.91,7.3,Clear,0.618,0.6,1
2025-05-08,Singapore,Shanghai,Air,Electronics,7208.03,322.97,1.76,7.3,Rain,0.816,0.5,1
2025-05-14,Busan,Los Angeles,Road,Textiles,7045.11,62.54,3.54,1.0,Storm,0.791,12.61,1
2024-07-29,Singapore,Rotterdam,Air,Pharmaceuticals,6734.39,105.74,1.81,5.9,Fog,0.655,0.9,1
2025-12-15,Hamburg,Antwerp,Rail,Automotive,4332.01,70.19,2.91,9.3,Rain,0.965,5.36,1
2025-11-03,Rotterdam,Antwerp,Road,Perishables,13360.41,299.91,2.24,3.3,Storm,0.529,27.85,0
2024-09-27,Dubai,Hamburg,Air,Textiles,5012.65,202.86,2.09,7.6,Storm,0.617,1.89,1
2025-08-02,Shanghai,Singapore,Rail,Perishables,13672.53,454.87,1.48,4.4,Hurricane,0.567,92.84,1
2024-09-04,Shanghai,Dubai,Sea,Perishables,7781.83,160.69,4.29,1.5,Fog,0.766,17.65,0
2025-02-09,Rotterdam,Los Angeles,Air,Automotive,2118.1,107.87,2.15,8.5,Storm,0.994,0.5,1
2024-12-12,Los Angeles,Antwerp,Sea,Automotive,5831.88,178.04,2.06,9.6,Clear,0.909,11.97,0
2025-08-09,Singapore,Rotterdam,Sea,Electronics,11253.8,172.91,4.4,1.4,Clear,0.822,16.51,0
2024-11-18,Rotterdam,Hamburg,Sea,Textiles,6072.74,162.25,2.55,2.6,Clear,0.623,9.17,0
2024-03-12,Busan,Dubai,Air,Electronics,12457.87,233.72,3.73,4.5,Fog,0.892,1.09,1
2024-08-20,Hamburg,Los Angeles,Air,Electronics,14260.22,116.9,1.33,1.5,Clear,0.999,0.8,0
2024-04-30,Singapore,Los Angeles,Air,Pharmaceuticals,13386.85,26.96,3.66,8.3,Fog,0.706,0.5,1
2024-12-19,Rotterdam,Dubai,Rail,Textiles,10340.71,228.02,1.71,4.4,Rain,0.571,10.79,0
2025-03-15,Shanghai,Busan,Sea,Electronics,7506.87,462.71,3.08,7.1,Rain,0.617,17.37,1
2025-10-20,Antwerp,Dubai,Air,Textiles,9684.35,143.32,1.51,2.2,Clear,0.783,0.7,0
2024-09-11,Rotterdam,Marseille,Rail,Electronics,659.44,171.44,3.44,5.5,Hurricane,0.636,5.5,1
2024-10-14,Shanghai,Dubai,Air,Automotive,5051.19,197.19,1.68,1.5,Hurricane,0.633,2.49,1
2024-12-18,Shanghai,Rotterdam,Air,Textiles,6566.65,489.45,4.22,1.5,Clear,0.862,0.68,0
2024-06-28,Antwerp,Rotterdam,Road,Electronics,971.63,398.91,2.36,6.7,Clear,0.59,1.51,1
2024-08-31,Busan,Shanghai,Air,Perishables,11844.59,383.41,4.03,2.4,Fog,0.714,0.94,0
2024-04-05,Shanghai,Marseille,Rail,Pharmaceuticals,4490.97,138.21,3.73,6.9,Clear,0.644,3.57,1
2024-06-20,Rotterdam,Dubai,Sea,Perishables,13626.84,106.37,2.98,0.7,Rain,0.887,23.0,0
2024-08-29,Dubai,Shanghai,Sea,Textiles,850.78,100.27,1.51,2.9,Storm,0.621,4.73,1
2025-05-16,Rotterdam,Antwerp,Rail,Pharmaceuticals,13958.64,320.71,4.02,4.5,Hurricane,0.532,96.2,1
2025-10-29,Los Angeles,Singapore,Sea,Textiles,11534.9,99.65,3.32,5.6,Storm,0.706,61.21,1
2024-05-09,Singapore,Dubai,Sea,Automotive,12213.77,259.05,3.21,0.8,Clear,0.659,18.25,0
2024-03-04,Los Angeles,Singapore,Sea,Pharmaceuticals,1711.11,126.84,1.46,3.9,Clear,0.604,2.1,1
2024-09-01,Dubai,Los Angeles,Air,Textiles,9189.88,401.97,3.68,1.4,Fog,0.602,0.5,1
2024-03-01,Shanghai,Los Angeles,Rail,Automotive,1737.54,14.53,3.99,3.9,Clear,0.541,1.21,0
2025-09-19,Rotterdam,Marseille,Road,Perishables,5535.52,302.4,3.9,1.0,Storm,0.926,9.81,1
2024-11-26,Busan,Antwerp,Air,Automotive,11282.11,151.43,3.64,5.2,Hurricane,0.649,5.62,1
2024-01-09,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,4.13,1.5,Hurricane,0.671,176.04,1
2024-12-12,Shanghai,Antwerp,Sea,Pharmaceuticals,11347.06,459.34,4.23,8.4,Rain,1.0,26.97,1
2024-11-20,Singapore,Rotterdam,Road,Pharmaceuticals,13526.6,170.15,3.5,8.2,Hurricane,0.779,91.66,1
2024-05-27,Los Angeles,Shanghai,Sea,Textiles,4681.88,105.98,3.06,0.3,Clear,0.641,6.92,1
2025-06-15,Singapore,Busan,Sea,Perishables,10471.97,393.7,2.6,9.3,Clear,0.612,21.76,1
2024-06-26,Rotterdam,Antwerp,Road,Perishables,3620.43,279.38,4.03,6.1,Storm,0.78,9.39,1
2024-11-06,Busan,Singapore,Sea,Electronics,6845.25,227.25,3.0,9.1,Fog,0.762,20.24,0
2024-02-29,Dubai,Antwerp,Rail,Pharmaceuticals,2446.99,330.05,3.71,1.7,Hurricane,0.973,14.64,1
2024-05-09,Dubai,Marseille,Road,Pharmaceuticals,9551.45,343.65,1.25,0.4,Clear,0.735,6.68,0
2024-02-21,Shanghai,Busan,Sea,Electronics,11252.71,85.09,1.31,8.7,Clear,0.744,22.26,1
2024-11-02,Rotterdam,Singapore,Rail,Automotive,11757.99,291.97,3.0,8.1,Hurricane,0.931,91.43,1
2024-02-19,Shanghai,Singapore,Road,Electronics,11528.35,268.56,3.33,8.3,Clear,0.994,9.27,1
2025-10-03,Shanghai,Dubai,Sea,Electronics,2236.55,298.58,1.91,2.5,Fog,0.597,5.23,0
2024-08-15,Busan,Hamburg,Sea,Textiles,6443.62,200.46,4.0,7.7,Clear,0.714,12.27,1
2024-11-25,Shanghai,Los Angeles,Road,Textiles,5510.9,91.03,1.42,3.7,Fog,0.99,5.73,1
2024-02-02,Hamburg,Shanghai,Road,Textiles,922.96,48.43,1.57,6.5,Storm,0.87,2.32,1
2025-08-31,Singapore,Shanghai,Sea,Automotive,10050.59,473.92,4.1,3.1,Fog,0.836,24.17,0
2025-12-18,Dubai,Marseille,Road,Automotive,8473.09,360.5,2.3,7.1,Fog,0.994,9.6,1
2024-03-11,Hamburg,Los Angeles,Sea,Automotive,14859.82,79.59,3.04,2.5,Hurricane,0.76,186.22,1
2024-11-02,Busan,Singapore,Rail,Electronics,8028.76,102.29,1.35,1.9,Storm,0.794,18.13,0
2024-01-08,Los Angeles,Antwerp,Rail,Automotive,12185.92,32.56,4.19,7.5,Rain,0.777,13.86,1
2025-01-14,Rotterdam,Hamburg,Air,Electronics,2922.11,342.42,1.69,5.8,Rain,0.766,0.5,0
2024-10-10,Los Angeles,Rotterdam,Sea,Automotive,10309.44,203.45,2.21,7.5,Hurricane,0.818,157.02,1
2024-09-05,Antwerp,Singapore,Air,Electronics,4008.01,261.41,4.33,3.6,Hurricane,0.616,2.39,1
2024-02-14,Hamburg,Antwerp,Rail,Perishables,5912.15,150.16,2.17,1.7,Storm,0.89,13.06,1
2025-11-12,Dubai,Los Angeles,Air,Perishables,1324.78,10.42,4.3,5.3,Clear,0.882,0.5,1
2025-05-22,Dubai,Singapore,Sea,Textiles,5642.02,54.3,2.88,0.9,Clear,0.658,7.98,0
2024-12-12,Singapore,Rotterdam,Air,Perishables,11043.95,412.43,4.08,7.5,Fog,0.793,1.68,0
2024-11-22,Singapore,Antwerp,Air,Automotive,7376.7,328.9,1.27,6.6,Fog,0.62,0.56,0
2025-08-31,Rotterdam,Busan,Sea,Automotive,11534.61,192.15,1.83,7.9,Clear,0.832,21.55,0
2024-03-13,Shanghai,Los Angeles,Sea,Pharmaceuticals,4446.1,230.32,4.0,9.6,Fog,0.881,14.11,0
2024-06-01,Busan,Rotterdam,Rail,Perishables,8448.11,162.83,2.16,6.0,Clear,0.523,7.42,1
2024-11-09,Dubai,Antwerp,Sea,Pharmaceuticals,2750.98,366.38,1.33,8.0,Rain,0.94,6.31,1
2024-11-24,Antwerp,Marseille,Sea,Textiles,11243.11,199.2,2.12,3.7,Storm,0.5,55.64,0
2025-12-13,Dubai,Marseille,Road,Perishables,13166.89,211.23,2.49,8.7,Hurricane,0.699,89.62,1
2025-07-24,Antwerp,Marseille,Sea,Pharmaceuticals,6859.92,19.73,2.1,0.1,Clear,0.969,8.99,0
2025-12-14,Shanghai,Rotterdam,Sea,Textiles,4424.34,355.39,3.89,5.5,Rain,0.589,9.45,1
2025-01-18,Shanghai,Busan,Air,Pharmaceuticals,7758.4,436.23,2.11,6.7,Storm,0.595,2.1,1
2024-09-17,Busan,Hamburg,Rail,Perishables,12253.02,384.11,3.0,3.7,Clear,0.956,9.34,0
2025-12-29,Shanghai,Rotterdam,Road,Textiles,1029.97,72.79,3.54,8.5,Storm,0.758,2.55,1
2025-11-23,Hamburg,Busan,Air,Perishables,1081.58,355.16,4.05,1.2,Storm,0.779,0.5,1
2025-03-06,Shanghai,Los Angeles,Rail,Automotive,6450.75,479.03,1.25,9.1,Rain,0.924,7.67,0
2024-04-01,Busan,Shanghai,Road,Automotive,1308.24,43.05,2.74,0.2,Fog,0.826,1.42,1
2024-05-21,Hamburg,Shanghai,Road,Pharmaceuticals,7905.84,426.17,3.45,3.4,Fog,0.834,8.15,1
2024-04-21,Singapore,Busan,Air,Automotive,1321.87,290.19,4.44,1.4,Storm,0.539,0.5,0
2024-02-23,Busan,Shanghai,Rail,Automotive,2357.39,183.95,3.14,5.9,Rain,0.847,3.28,0
2024-11-13,Antwerp,Busan,Road,Automotive,4940.68,230.36,3.54,5.8,Storm,0.919,11.77,1
2024-03-05,Shanghai,Busan,Rail,Electronics,13643.34,140.56,4.12,6.1,Storm,0.787,37.99,1
2024-08-30,Busan,Singapore,Sea,Automotive,8920.14,324.46,3.88,5.1,Storm,0.686,45.94,1
2025-02-09,Singapore,Dubai,Road,Pharmaceuticals,7751.63,108.85,2.31,1.0,Hurricane,0.589,38.59,1
2025-03-06,Singapore,Busan,Rail,Pharmaceuticals,8044.46,129.48,2.18,0.2,Storm,0.953,16.12,0
2025-12-18,Rotterdam,Dubai,Sea,Perishables,1899.75,66.65,1.85,9.2,Clear,0.527,3.49,0
2024-03-27,Shanghai,Dubai,Sea,Pharmaceuticals,6462.36,52.82,3.44,3.6,Storm,0.944,31.24,0
2024-01-07,Dubai,Singapore,Sea,Automotive,5343.72,386.35,3.31,8.8,Storm,0.626,32.33,1
2025-04-11,Hamburg,Shanghai,Sea,Pharmaceuticals,10179.59,178.29,3.01,1.3,Clear,0.702,14.62,0
2024-04-05,Los Angeles,Busan,Road,Pharmaceuticals,1084.14,185.57,1.36,9.9,Hurricane,0.558,8.16,1
2024-03-10,Hamburg,Singapore,Sea,Textiles,14212.62,242.41,3.7,0.3,Storm,0.958,59.8,0
2024-04-26,Singapore,Hamburg,Air,Electronics,12075.25,10.0,2.53,2.2,Clear,0.984,0.5,0
2024-04-18,Singapore,Shanghai,Air,Electronics,13876.24,82.7,1.52,1.2,Clear,0.801,1.17,0
2024-06-18,Busan,Shanghai,Road,Automotive,13211.44,488.95,3.19,6.6,Storm,0.627,31.2,1
2025-05-09,Singapore,Hamburg,Road,Pharmaceuticals,10269.47,126.4,2.3,6.1,Rain,0.651,9.13,0
2024-02-16,Busan,Rotterdam,Road,Textiles,4386.92,463.37,3.35,7.6,Rain,0.996,4.49,1
2025-11-28,Los Angeles,Dubai,Rail,Textiles,10942.28,416.56,3.58,3.5,Fog,0.793,13.06,1
2024-08-07,Antwerp,Shanghai,Sea,Perishables,1975.85,309.52,3.14,6.9,Hurricane,0.983,29.9,1
2024-10-16,Los Angeles,Busan,Air,Textiles,9251.17,297.21,1.33,7.4,Storm,0.627,1.31,1
2025-08-04,Los Angeles,Busan,Sea,Textiles,3902.31,169.66,2.46,5.1,Fog,0.533,9.59,0
2025-09-26,Busan,Shanghai,Road,Pharmaceuticals,10125.45,146.36,2.18,2.9,Fog,0.874,10.63,1
2024-03-13,Singapore,Rotterdam,Road,Pharmaceuticals,7788.24,210.25,2.29,6.2,Clear,0.664,5.96,1
2024-11-30,Antwerp,Dubai,Air,Automotive,9289.53,325.13,3.22,3.0,Hurricane,0.531,2.85,1
2024-11-16,Hamburg,Los Angeles,Air,Perishables,6017.51,491.34,2.86,0.5,Fog,0.769,0.9,0
2024-07-07,Los Angeles,Shanghai,Rail,Electronics,8353.7,337.04,2.59,8.6,Storm,0.519,25.23,1
2025-03-22,Singapore,Rotterdam,Sea,Perishables,10536.34,298.44,3.08,7.4,Hurricane,0.7,160.19,1
2024-03-06,Shanghai,Rotterdam,Road,Textiles,1224.7,228.3,3.44,0.8,Rain,0.664,0.84,0
2024-12-18,Busan,Los Angeles,Road,Textiles,10106.57,301.63,3.24,5.8,Rain,0.929,9.76,1
2024-12-01,Busan,Marseille,Road,Textiles,14769.6,205.6,2.28,4.8,Fog,0.884,16.17,0
2025-11-23,Dubai,Shanghai,Air,Perishables,2231.02,448.86,1.79,0.5,Clear,0.863,0.5,0
2024-11-05,Busan,Los Angeles,Road,Textiles,4589.5,223.31,1.63,2.3,Storm,0.96,9.02,0
2025-04-05,Busan,Dubai,Rail,Textiles,3304.81,27.09,3.75,0.8,Fog,0.791,3.23,1
2024-06-01,Rotterdam,Antwerp,Air,Pharmaceuticals,8535.58,117.93,3.38,2.7,Rain,0.876,0.91,1
2025-06-10,Los Angeles,Shanghai,Road,Automotive,7506.12,135.72,1.71,3.2,Clear,0.548,4.71,0
2024-12-19,Rotterdam,Marseille,Road,Automotive,4781.71,447.16,3.77,6.0,Hurricane,0.877,30.26,1
2025-09-22,Rotterdam,Busan,Road,Textiles,8633.6,305.58,3.13,0.6,Hurricane,0.781,41.5,1
2024-03-21,Dubai,Shanghai,Road,Perishables,13509.63,350.7,2.19,0.7,Rain,0.804,10.74,0
2025-03-17,Singapore,Rotterdam,Rail,Textiles,4963.04,436.82,3.96,3.7,Clear,0.869,5.14,0
2024-12-31,Shanghai,Marseille,Air,Electronics,4663.5,179.0,3.23,8.6,Rain,0.931,0.5,1
2025-10-01,Shanghai,Los Angeles,Road,Textiles,7933.68,138.08,2.34,0.6,Rain,0.744,5.7,1
2024-07-01,Antwerp,Busan,Air,Pharmaceuticals,8273.4,26.53,1.29,6.9,Clear,0.744,0.5,0
2025-01-03,Los Angeles,Antwerp,Air,Electronics,8577.09,187.41,3.42,3.0,Hurricane,0.842,3.71,1
2025-05-18,Hamburg,Los Angeles,Road,Pharmaceuticals,2989.35,195.31,2.63,4.1,Rain,0.51,1.59,0
2025-09-30,Antwerp,Singapore,Air,Electronics,12929.85,221.64,4.13,7.8,Hurricane,0.531,7.86,1
2024-05-12,Hamburg,Shanghai,Road,Pharmaceuticals,3213.3,197.0,4.36,6.2,Hurricane,0.798,20.8,1
2025-04-26,Rotterdam,Los Angeles,Sea,Pharmaceuticals,14897.99,205.18,2.64,0.8,Clear,0.903,21.14,0
2025-02-11,Hamburg,Singapore,Rail,Pharmaceuticals,13084.82,295.81,2.77,6.0,Fog,0.705,17.06,0
